Field,Energy,Magnetization,Susceptibility
0.0,-2.116675927198364e-23,0.6163885480572594,8.680694075117901e+20
0.1,-4.695343220712464e-24,0.8256114519427393,1.0387250158660248e+19
0.2,4.188995197349691e-25,0.8371738241308796,6.229392024930786e+18
0.3,-2.0717697170887496e-24,0.8373987730061351,5.388799475891723e+18
0.4,-2.2742573026028628e-24,0.8501595092024541,3.959063429680966e+18
0.5,-1.247091917791089e-26,0.8656646216768922,3.5361885582478403e+18
0.6,-1.0003703608932549e-24,0.8716564417177916,2.4898315351308396e+18
0.7,-8.588670209578734e-25,0.8874233128834361,3.6108322036906015e+18
0.8,-3.488102174527594e-25,0.8965030674846628,3.000707687829656e+18
0.9,-1.7198642303533733e-24,0.897271983640081,3.2742589296585984e+18
1.0,1.0739456398691219e-24,0.9103108384458076,2.405321195366745e+18
1.1,-3.1183255182683003e-24,0.9179182004089974,1.8813529218923912e+18
1.2,2.199061144994677e-24,0.9193251533742322,2.33650967525457e+18
1.3,3.357057961725964e-25,0.9247239263803688,1.315774854482736e+18
1.4,1.763230289678529e-24,0.9354601226993878,2.890572238550356e+18
1.5,-3.069308249926385e-24,0.9335582822085899,2.0797764862107863e+18
1.6,-1.3272296047345623e-24,0.9436114519427418,1.5479188303024187e+18
1.7,-5.318100544122694e-25,0.9453169734151332,1.8601223771664906e+18
1.8,-5.447764364629856e-25,0.9500327198364031,9.784995159150124e+17
1.9,2.867366782257687e-25,0.9544907975460134,1.7253793030411958e+18
2.0,5.301651582822078e-25,0.9484498977505122,1.3179454884779154e+18
2.1,-1.1991367204000005e-24,0.9505235173824154,1.2915562963848259e+18
2.2,-1.3310085750282203e-24,0.9604539877300625,1.5203474179547384e+18
2.3,-5.419501660932528e-25,0.9584744376278128,9.721751218885902e+17
2.4,-1.1247027723402851e-24,0.9633783231083857,1.2306961768404744e+18
2.5,-4.734591338445781e-25,0.9721799591002045,4.944747841259359e+17
2.6,1.1065892055885516e-24,0.9668997955010246,9.84559364039153e+17
2.7,9.447895859656442e-25,0.9682372188139079,9.760415636598938e+17
2.8,-1.695390207062573e-24,0.9702862985685085,8.358815949325652e+17
2.9,1.3101630320580786e-24,0.9761717791411078,8.053667446383725e+17
3.0,3.3388218723926994e-26,0.9724907975460135,5.938084221567332e+17
3.1,1.4914559895811867e-24,0.9751247443762796,6.122646252653038e+17
3.0,9.11428789783234e-25,0.9747811860940707,8.724180163822092e+17
2.9,1.1138912844687125e-24,0.9753701431492847,7.294439756848237e+17
2.8,3.821865902756647e-25,0.9706134969325156,5.411434149684242e+17
2.7,-1.7224877348957055e-25,0.9664498977505124,7.512123337575619e+17
2.6,2.48838745375869e-25,0.9650961145194286,7.734676308719672e+17
2.5,-3.581348040286304e-25,0.9593128834355834,9.3898137992962e+17
2.4,-3.3314283430020474e-25,0.9639427402862992,8.211469632023615e+17
2.3,9.962442833758713e-25,0.9570715746421281,9.521713730035634e+17
2.2,-2.4093532747730065e-24,0.9610265848670762,1.3922116955778063e+18
2.1,1.0161785515460121e-24,0.9629325153374247,1.05003111184838e+18
2.0,1.2231661881308816e-24,0.9492842535787334,1.775112985375724e+18
1.9,6.44744905164006e-25,0.9502535787321065,8.866032064246748e+17
1.8,3.296058611304715e-25,0.9465930470347648,1.6781655911759885e+18
1.7,7.936234253439693e-25,0.9405030674846637,2.1413677412275218e+18
1.6,9.480372831149284e-25,0.9405153374233123,1.7271540870732196e+18
1.5,1.5514352106331453e-27,0.9320408997955015,1.9705107440811338e+18
1.4,2.3571925570388535e-25,0.9313987730061344,1.372149320225192e+18
1.3,2.2600790534966585e-26,0.9251860940695305,2.4533973466494444e+18
1.2,9.39029459739877e-25,0.9185071574642122,2.2008954404380196e+18
1.1,1.0609033121611443e-24,0.9173251533742343,1.5873415166407514e+18
1.0,1.4772702390020492e-24,0.9115255623721881,2.544670083500445e+18
0.9,-1.4068663280408944e-25,0.9043108384458074,2.4110074812171653e+18
0.8,2.168612316444991e-24,0.8886094069529655,3.421911946301112e+18
0.7,-6.716524550584877e-25,0.893398773006134,1.6176073253848294e+18
0.6,9.122084210912012e-25,0.8743149284253571,4.318600848584598e+18
0.5,1.266295819848667e-24,0.8746912065439671,2.7463093839281306e+18
0.4,-6.5477896624458225e-25,0.8673496932515344,4.340922524435126e+18
0.3,9.062407072793489e-25,0.8438364008179962,5.959313797537222e+18
0.2,1.366876869109201e-24,0.8286175869120649,3.2097155155019796e+18
0.1,3.0064827688344127e-26,0.8160245398773012,4.832386522943944e+18
0.0,5.539381346421254e-24,0.7894192229038849,4.57541834343394e+18
-0.1,1.7034312596981664e-24,0.7778486707566454,5.19728899322121e+18
-0.2,1.9047323979419254e-24,0.7583640081799597,1.5958419228622895e+19
-0.3,1.3740901046552123e-24,0.7004212678936611,1.9172888820195656e+19
-0.4,3.666928107617187e-24,0.6657464212678925,1.0148378186523767e+19
-0.5,1.3753423658036803e-24,0.5818650306748477,3.715902178184842e+19
-0.6,-3.18694868357366e-23,-0.67520245398773,2.0463906436033036e+21
-0.7,-3.470946036432712e-24,-0.8815910020449895,4.0772505744296074e+18
-0.8,-4.286380660235584e-24,-0.9026666666666661,4.419507711782881e+18
-0.9,1.0830968836130903e-24,-0.9069366053169732,3.3283440547827773e+18
-1.0,-7.474166443599178e-25,-0.912421267893661,1.941073458634173e+18
-1.1,9.224965085783237e-25,-0.9025316973415142,3.360291620281792e+18
-1.2,-2.4028562126658498e-24,-0.9302331288343559,1.6270306870767252e+18
-1.3,-9.859841555590968e-25,-0.9300817995910017,2.1474237132117673e+18
-1.4,-3.728176694969319e-25,-0.9307730061349696,1.356647214270177e+18
-1.5,-9.642742078404888e-25,-0.931071574642127,2.5974034075671777e+18
-1.6,1.5361422025145218e-24,-0.9408384458077704,1.243052801605629e+18
-1.7,-2.20336821772515e-24,-0.9468139059304719,2.0849734103601536e+18
-1.8,-3.365608046619223e-24,-0.9501717791411046,1.6459893338363866e+18
-1.9,-1.0538417478617634e-24,-0.9485848670756661,3.5862909576337884e+18
-2.0,-2.6575339099550112e-24,-0.9549488752556244,2.1188440219407037e+18
-2.1,-4.108887307007777e-24,-0.9546380368098168,1.501917863210269e+18
-2.2,4.815801023705528e-25,-0.9569979550102254,1.859681951660465e+18
-2.3,-1.556310367239254e-25,-0.9583190184049081,8.064525463082049e+17
-2.4,-2.2020458470674677e-25,-0.964805725971372,1.3246245486551583e+18
-2.5,6.107668925766864e-25,-0.9606012269938662,1.0982598858568652e+18
