Field,Energy,Magnetization,Susceptibility
-0.4,1.152205367337427e-24,-0.12208588957055226,1.0118249253713578e+20
-0.3,9.414937566912031e-25,-0.10525562372188148,1.3265018079234109e+20
-0.2,5.398373726298557e-25,-0.05897750511247447,1.1304125230246386e+20
-0.1,1.1724868147443798e-24,-0.0060327198364008225,9.57459022901405e+19
0.0,-7.820018404905376e-27,0.004723926380368102,1.1557339618045544e+20
0.1,5.57855150351736e-25,0.02889570552147239,1.3744237618576379e+20
0.2,9.958649716073697e-25,0.08116564417177906,1.3568412631320161e+20
0.3,-1.8140398569120624e-24,0.11474437627811856,9.7649906843675e+19
0.4,-2.0681963665276165e-24,0.12920245398772995,1.0732831806047986e+20
0.5,2.4579530767484722e-24,0.1526584867075664,1.3368528976454235e+20
0.6,-6.024572873537795e-25,0.19130879345603277,1.1292496833858693e+20
0.7,3.718188280445814e-24,0.2065439672801635,1.020528174421945e+20
0.8,-3.618623652548076e-24,0.24359918200409003,1.1652933515391558e+20
0.9,2.5021148427934544e-24,0.2649693251533743,1.195193471396733e+20
1.0,-2.293900073333342e-24,0.29425357873210667,9.09910146684581e+19
1.1,1.1066647443995985e-28,0.3325971370143147,1.0916489002788063e+20
1.2,-2.5360927252515185e-24,0.3520654396728014,8.200731534543964e+19
1.3,-1.7679083468713278e-25,0.36574642126789336,8.804125389228848e+19
1.4,-4.491938151247387e-25,0.4170961145194271,8.295095971230184e+19
1.5,4.238414553844559e-24,0.4199386503067482,9.640322162178859e+19
1.6,3.0322406737014464e-25,0.44451942740286293,1.1178029806917388e+20
1.7,-6.153129934212699e-24,0.48576687116564415,8.571298245137755e+19
1.8,-1.8244788489162065e-25,0.5012065439672801,7.757598785324186e+19
1.9,-8.452633435132897e-25,0.5186503067484667,5.90458353865771e+19
2.0,-1.9061298918609425e-24,0.5563803680981605,5.41113253794335e+19
2.1,3.0211049990592806e-25,0.5670347648261763,6.850198676451221e+19
2.2,3.365232711844602e-24,0.588364008179959,5.90275327751899e+19
2.3,-8.611330836993874e-24,0.6198568507157459,5.898603393559309e+19
2.4,-1.3309099158691147e-24,0.6355214723926372,5.576386586112885e+19
2.5,-4.9999724442740314e-24,0.6555623721881393,5.931122930830625e+19
2.6,1.3166836977913912e-24,0.6752965235173829,4.688763230136522e+19
2.7,1.1412015955541963e-24,0.6867280163599189,6.060528813256464e+19
2.8,1.770985166797557e-24,0.6954805725971367,4.488351452269466e+19
2.9,4.26960235485888e-24,0.716400817995911,3.6334935256954397e+19
3.0,-1.2013272703885558e-24,0.7267689161554187,3.982458067420274e+19
